DBA,Organization,CIDR,bits,net
Cablevision,Optimum Online (Cablevision Systems),68.194.28.0/22,22,68.194.28.0/22
Cablevision,Optimum Online (Cablevision Systems),68.194.80.0/20,20,68.194.80.0/20
Cablevision,Optimum Online (Cablevision Systems),68.195.0.0/20,20,68.195.0.0/20
Cablevision,Optimum Online (Cablevision Systems),68.195.104.0/22,22,68.195.104.0/22
Cablevision,Optimum Online (Cablevision Systems),68.195.144.0/20,20,68.195.144.0/20
Cablevision,Optimum Online (Cablevision Systems),68.195.160.0/20,20,68.195.160.0/20
Cablevision,Optimum Online (Cablevision Systems),68.195.176.0/20,20,68.195.176.0/20
Cablevision,Optimum Online (Cablevision Systems),68.196.104.0/21,21,68.196.104.0/21
Cablevision,Optimum Online (Cablevision Systems),68.196.112.0/21,21,68.196.112.0/21
Cablevision,Optimum Online (Cablevision Systems),68.196.132.0/22,22,68.196.132.0/22
Cablevision,Optimum Online (Cablevision Systems),68.196.144.0/20,20,68.196.144.0/20
Cablevision,Optimum Online (Cablevision Systems),68.196.16.0/20,20,68.196.16.0/20
Cablevision,Optimum Online (Cablevision Systems),68.196.176.0/20,20,68.196.176.0/20
Cablevision,Optimum Online (Cablevision Systems),68.196.192.0/20,20,68.196.192.0/20
Cablevision,Optimum Online (Cablevision Systems),68.196.208.0/23,23,68.196.208.0/23
Cablevision,Optimum Online (Cablevision Systems),68.196.212.0/22,22,68.196.212.0/22
Cablevision,Optimum Online (Cablevision Systems),68.196.80.0/20,20,68.196.80.0/20
Cablevision,Optimum Online (Cablevision Systems),68.197.120.0/22,22,68.197.120.0/22
Cablevision,Optimum Online (Cablevision Systems),68.197.132.0/23,23,68.197.132.0/23
Cablevision,Optimum Online (Cablevision Systems),68.197.136.0/21,21,68.197.136.0/21
Cablevision,Optimum Online (Cablevision Systems),68.197.156.0/22,22,68.197.156.0/22
Cablevision,Optimum Online (Cablevision Systems),68.197.204.0/22,22,68.197.204.0/22
Cablevision,Optimum Online (Cablevision Systems),68.197.208.0/20,20,68.197.208.0/20
Cablevision,Optimum Online (Cablevision Systems),68.197.232.0/21,21,68.197.232.0/21
Cablevision,Optimum Online (Cablevision Systems),68.197.240.0/20,20,68.197.240.0/20
Cablevision,Optimum Online (Cablevision Systems),68.197.32.0/20,20,68.197.32.0/20
Cablevision,Optimum Online (Cablevision Systems),68.197.72.0/22,22,68.197.72.0/22
Cablevision,Optimum Online (Cablevision Systems),68.197.92.0/22,22,68.197.92.0/22
Cablevision,Optimum Online (Cablevision Systems),68.197.96.0/21,21,68.197.96.0/21
Cablevision,Optimum Online (Cablevision Systems),68.198.0.0/20,20,68.198.0.0/20
Cablevision,Optimum Online (Cablevision Systems),68.198.118.0/23,23,68.198.118.0/23
Cablevision,Optimum Online (Cablevision Systems),68.198.144.0/20,20,68.198.144.0/20
Cablevision,Optimum Online (Cablevision Systems),68.198.160.0/21,21,68.198.160.0/21
Cablevision,Optimum Online (Cablevision Systems),68.198.184.0/22,22,68.198.184.0/22
Cablevision,Optimum Online (Cablevision Systems),68.198.192.0/21,21,68.198.192.0/21
Cablevision,Optimum Online (Cablevision Systems),68.198.64.0/21,21,68.198.64.0/21
Cablevision,Optimum Online (Cablevision Systems),68.198.80.0/22,22,68.198.80.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.152.0/23,23,68.199.152.0/23
Cablevision,Optimum Online (Cablevision Systems),68.199.156.0/22,22,68.199.156.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.16.0/23,23,68.199.16.0/23
Cablevision,Optimum Online (Cablevision Systems),68.199.180.0/22,22,68.199.180.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.192.0/22,22,68.199.192.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.212.0/22,22,68.199.212.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.232.0/22,22,68.199.232.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.238.0/23,23,68.199.238.0/23
Cablevision,Optimum Online (Cablevision Systems),68.199.24.0/21,21,68.199.24.0/21
Cablevision,Optimum Online (Cablevision Systems),68.199.36.0/22,22,68.199.36.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.64.0/22,22,68.199.64.0/22
Cablevision,Optimum Online (Cablevision Systems),68.199.72.0/21,21,68.199.72.0/21
Cablevision,Optimum Online (Cablevision Systems),68.199.80.0/22,22,68.199.80.0/22
Cablevision,Optimum Online (Cablevision Systems),69.112.140.0/22,22,69.112.140.0/22
Cablevision,Optimum Online (Cablevision Systems),69.114.136.0/23,23,69.114.136.0/23
Cablevision,Optimum Online (Cablevision Systems),69.114.176.0/21,21,69.114.176.0/21
Cablevision,Optimum Online (Cablevision Systems),69.114.224.0/20,20,69.114.224.0/20
Cablevision,Optimum Online (Cablevision Systems),69.114.240.0/20,20,69.114.240.0/20
Cablevision,Optimum Online (Cablevision Systems),69.115.240.0/21,21,69.115.240.0/21
Cablevision,Optimum Online (Cablevision Systems),69.115.8.0/22,22,69.115.8.0/22
Cablevision,Optimum Online (Cablevision Systems),69.115.96.0/20,20,69.115.96.0/20
Cablevision,Optimum Online (Cablevision Systems),69.116.80.0/22,22,69.116.80.0/22
Cablevision,Optimum Online (Cablevision Systems),69.117.100.0/22,22,69.117.100.0/22
Cablevision,Optimum Online (Cablevision Systems),69.117.44.0/23,23,69.117.44.0/23
Cablevision,Optimum Online (Cablevision Systems),69.118.224.0/20,20,69.118.224.0/20
Cablevision,Optimum Online (Cablevision Systems),69.120.88.0/21,21,69.120.88.0/21
Cablevision,Optimum Online (Cablevision Systems),69.121.232.0/21,21,69.121.232.0/21
Cablevision,Optimum Online (Cablevision Systems),69.121.64.0/20,20,69.121.64.0/20
Cablevision,Optimum Online (Cablevision Systems),69.122.128.0/21,21,69.122.128.0/21
Cablevision,Optimum Online (Cablevision Systems),69.122.156.0/22,22,69.122.156.0/22
Cablevision,Optimum Online (Cablevision Systems),69.122.96.0/21,21,69.122.96.0/21
Cablevision,Optimum Online (Cablevision Systems),69.124.16.0/22,22,69.124.16.0/22
Cablevision,Optimum Online (Cablevision Systems),69.125.52.0/22,22,69.125.52.0/22
Cablevision,Optimum Online (Cablevision Systems),69.125.64.0/20,20,69.125.64.0/20
Cablevision,Optimum Online (Cablevision Systems),69.126.208.0/22,22,69.126.208.0/22
Cablevision,Optimum Online (Cablevision Systems),69.127.224.0/21,21,69.127.224.0/21
Cablevision,Cablevision Systems Corp.,69.27.224.0/19,19,69.27.224.0/19
Cablevision,"Mid-Hudson Cablevision, Inc.",69.42.128.0/19,19,69.42.128.0/19
Cablevision,Cablevision Systems Corp.,69.74.0.0/16,16,69.74.0.0/16
Cablevision,"Buckeye Cablevision, Inc.",72.240.0.0/15,15,72.240.0.0/15
Cablevision,Optimum Online (Cablevision Systems),74.88.0.0/20,20,74.88.0.0/20
Cablevision,Optimum Online (Cablevision Systems),74.88.104.0/21,21,74.88.104.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.112.0/22,22,74.88.112.0/22
Cablevision,Optimum Online (Cablevision Systems),74.88.120.0/21,21,74.88.120.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.130.0/23,23,74.88.130.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.132.0/22,22,74.88.132.0/22
Cablevision,Optimum Online (Cablevision Systems),74.88.136.0/23,23,74.88.136.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.148.0/23,23,74.88.148.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.152.0/21,21,74.88.152.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.16.0/20,20,74.88.16.0/20
Cablevision,Optimum Online (Cablevision Systems),74.88.160.0/22,22,74.88.160.0/22
Cablevision,Optimum Online (Cablevision Systems),74.88.176.0/23,23,74.88.176.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.182.0/23,23,74.88.182.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.184.0/22,22,74.88.184.0/22
Cablevision,Optimum Online (Cablevision Systems),74.88.188.0/23,23,74.88.188.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.192.0/21,21,74.88.192.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.200.0/21,21,74.88.200.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.216.0/22,22,74.88.216.0/22
Cablevision,Optimum Online (Cablevision Systems),74.88.224.0/20,20,74.88.224.0/20
Cablevision,Optimum Online (Cablevision Systems),74.88.240.0/21,21,74.88.240.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.248.0/21,21,74.88.248.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.32.0/21,21,74.88.32.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.40.0/22,22,74.88.40.0/22
Cablevision,Optimum Online (Cablevision Systems),74.88.44.0/23,23,74.88.44.0/23
Cablevision,Optimum Online (Cablevision Systems),74.88.48.0/21,21,74.88.48.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.64.0/20,20,74.88.64.0/20
Cablevision,Optimum Online (Cablevision Systems),74.88.80.0/21,21,74.88.80.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.88.0/21,21,74.88.88.0/21
Cablevision,Optimum Online (Cablevision Systems),74.88.96.0/23,23,74.88.96.0/23
Cablevision,Optimum Online (Cablevision Systems),74.89.112.0/22,22,74.89.112.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.120.0/22,22,74.89.120.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.128.0/19,19,74.89.128.0/19
Cablevision,Optimum Online (Cablevision Systems),74.89.16.0/20,20,74.89.16.0/20
Cablevision,Optimum Online (Cablevision Systems),74.89.160.0/20,20,74.89.160.0/20
Cablevision,Optimum Online (Cablevision Systems),74.89.176.0/21,21,74.89.176.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.184.0/21,21,74.89.184.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.192.0/20,20,74.89.192.0/20
Cablevision,Optimum Online (Cablevision Systems),74.89.208.0/21,21,74.89.208.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.216.0/21,21,74.89.216.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.224.0/21,21,74.89.224.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.232.0/21,21,74.89.232.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.244.0/22,22,74.89.244.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.252.0/22,22,74.89.252.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.32.0/22,22,74.89.32.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.38.0/23,23,74.89.38.0/23
Cablevision,Optimum Online (Cablevision Systems),74.89.4.0/22,22,74.89.4.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.40.0/21,21,74.89.40.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.48.0/21,21,74.89.48.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.56.0/21,21,74.89.56.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.64.0/20,20,74.89.64.0/20
Cablevision,Optimum Online (Cablevision Systems),74.89.8.0/22,22,74.89.8.0/22
Cablevision,Optimum Online (Cablevision Systems),74.89.80.0/21,21,74.89.80.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.88.0/21,21,74.89.88.0/21
Cablevision,Optimum Online (Cablevision Systems),74.89.96.0/20,20,74.89.96.0/20
Cablevision,Optimum Online (Cablevision Systems),74.90.0.0/22,22,74.90.0.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.104.0/21,21,74.90.104.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.112.0/23,23,74.90.112.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.120.0/21,21,74.90.120.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.128.0/21,21,74.90.128.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.156.0/22,22,74.90.156.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.172.0/22,22,74.90.172.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.176.0/22,22,74.90.176.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.18.0/23,23,74.90.18.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.184.0/21,21,74.90.184.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.192.0/20,20,74.90.192.0/20
Cablevision,Optimum Online (Cablevision Systems),74.90.20.0/23,23,74.90.20.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.208.0/20,20,74.90.208.0/20
Cablevision,Optimum Online (Cablevision Systems),74.90.22.0/23,23,74.90.22.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.224.0/20,20,74.90.224.0/20
Cablevision,Optimum Online (Cablevision Systems),74.90.240.0/20,20,74.90.240.0/20
Cablevision,Optimum Online (Cablevision Systems),74.90.32.0/21,21,74.90.32.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.48.0/22,22,74.90.48.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.52.0/23,23,74.90.52.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.54.0/23,23,74.90.54.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.56.0/22,22,74.90.56.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.60.0/22,22,74.90.60.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.64.0/21,21,74.90.64.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.72.0/22,22,74.90.72.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.8.0/21,21,74.90.8.0/21
Cablevision,Optimum Online (Cablevision Systems),74.90.80.0/22,22,74.90.80.0/22
Cablevision,Optimum Online (Cablevision Systems),74.90.94.0/23,23,74.90.94.0/23
Cablevision,Optimum Online (Cablevision Systems),74.90.96.0/21,21,74.90.96.0/21
Cabot Corporation,Cabot Corporation,209.10.103.0/28,28,209.10.103.0/28
Cain & Company Real Estate,Cain & Company Real Estate,206.221.146.0/28,28,206.221.146.0/28
"Caliber Home Loans, Inc.","Caliber Home Loans, Inc.",199.204.112.0/21,21,199.204.112.0/21
California State Polytechnic University - Pomona,California State Polytechnic University - Pomona,134.71.0.0/16,16,134.71.0.0/16
California Telecom,California Telecom,69.71.192.0/20,20,69.71.192.0/20
Call One,Call One Inc.,104.192.60.0/22,22,104.192.60.0/22
Call One Inc.,Call One Inc.,162.220.192.0/21,21,162.220.192.0/21
Call One Inc.,Call One Inc.,206.40.32.0/19,19,206.40.32.0/19
"Calumet Communications, LLC","Calumet Communications, LLC",184.175.163.0/24,24,184.175.163.0/24
Canadian Pacific Railway Company,Canadian Pacific Railway Company,192.206.181.0/24,24,192.206.181.0/24
Canon USA Inc.,Canon USA Inc.,146.184.0.0/16,16,146.184.0.0/16
Cap Gemini America,Cap Gemini America,204.153.60.0/22,22,204.153.60.0/22
Capital Data,Capital Data,162.211.2.0/28,28,162.211.2.0/28
Capital One Financial Corporation,Capital One Financial Corporation,204.63.32.0/19,19,204.63.32.0/19
Career Education Corporation,Career Education Corporation,216.49.208.0/20,20,216.49.208.0/20
"CareerBuilder, LLC","CareerBuilder, LLC",208.88.80.0/22,22,208.88.80.0/22
Carle Clinic Association,Carle Clinic Association,199.184.120.0/22,22,199.184.120.0/22
Carolina West Wireless,Carolina West Wireless,162.247.200.0/21,21,162.247.200.0/21
CarolinaEast Medical Center,CarolinaEast Medical Center,138.210.87.0/24,24,138.210.87.0/24
Carr Telephone Company,Carr Telephone Company,74.204.104.0/21,21,74.204.104.0/21
Carroll College,Carroll College,140.104.0.0/16,16,140.104.0.0/16
Carver County Fiber Network,Carver County Fiber Network,162.210.217.0/26,26,162.210.217.0/26
Cascada Centre,Cascada Centre,72.12.210.0/27,27,72.12.210.0/27
"Cass Cable TV, Inc.","Cass Cable TV, Inc.",24.245.80.0/20,20,24.245.80.0/20
"Cass Cable TV, Inc.","Cass Cable TV, Inc.",24.52.128.0/19,19,24.52.128.0/19
"Cass Cable TV, Inc.","Cass Cable TV, Inc.",24.52.160.0/20,20,24.52.160.0/20
Caterpillar Diversified Power Products,Caterpillar Diversified Power Products,72.12.203.0/27,27,72.12.203.0/27
"Caterpillar, Inc.","Caterpillar, Inc.",192.189.128.0/24,24,192.189.128.0/24
Cato Networks Inc,Cato Networks Inc,45.62.176.0/20,20,45.62.176.0/20
Cebridge Connections,Cebridge Connections,209.33.0.0/17,17,209.33.0.0/17
Cebridge Connections,Cebridge Connections,24.32.200.0/23,23,24.32.200.0/23
Cebridge Connections,Cebridge Connections,72.47.0.0/17,17,72.47.0.0/17
Cebridge Connections,Cebridge Connections,72.47.128.0/18,18,72.47.128.0/18
Cellcom,Cellcom,74.213.208.0/20,20,74.213.208.0/20
Central Public Schools,Central Public Schools,162.210.218.0/26,26,162.210.218.0/26
"CentralColo, LLC","CentralColo, LLC",159.242.128.0/18,18,159.242.128.0/18
CenturyLink,"CenturyLink Communications, LLC",155.70.0.0/16,16,155.70.0.0/16
CenturyLink,"CenturyLink Communications, LLC",173.202.0.0/16,16,173.202.0.0/16
CenturyLink,"CenturyLink Communications, LLC",174.124.0.0/15,15,174.124.0.0/15
CenturyLink,"CenturyLink Communications, LLC",174.16.0.0/12,12,174.16.0.0/12
CenturyLink,"CenturyLink Communications, LLC",184.0.0.0/13,13,184.0.0.0/13
CenturyLink,"CenturyLink Communications, LLC",184.156.0.0/14,14,184.156.0.0/14
CenturyLink,"CenturyLink Communications, LLC",184.96.0.0/13,13,184.96.0.0/13
CenturyLink,"CenturyLink Communications, LLC",198.233.0.0/16,16,198.233.0.0/16
CenturyLink,"CenturyLink Communications, LLC",205.168.0.0/14,14,205.168.0.0/14
CenturyLink,"CenturyLink Communications, LLC",205.218.0.0/15,15,205.218.0.0/15
CenturyLink,"CenturyLink Communications, LLC",206.154.128.0/17,17,206.154.128.0/17
CenturyLink,"CenturyLink Communications, LLC",206.154.56.0/21,21,206.154.56.0/21
CenturyLink,"CenturyLink Communications, LLC",206.154.64.0/18,18,206.154.64.0/18
CenturyLink,"CenturyLink Communications, LLC",206.155.0.0/16,16,206.155.0.0/16
CenturyLink,"CenturyLink Communications, LLC",206.156.0.0/15,15,206.156.0.0/15
CenturyLink,"CenturyLink Communications, LLC",206.24.160.0/19,19,206.24.160.0/19
CenturyLink,"CenturyLink Communications, LLC",206.24.192.0/18,18,206.24.192.0/18
CenturyLink,"CenturyLink Communications, LLC",206.25.0.0/16,16,206.25.0.0/16
CenturyLink,"CenturyLink Communications, LLC",206.26.0.0/15,15,206.26.0.0/15
CenturyLink,"CenturyLink Communications, LLC",206.28.0.0/17,17,206.28.0.0/17
CenturyLink,"CenturyLink Communications, LLC",206.28.128.0/19,19,206.28.128.0/19
CenturyLink,"CenturyLink Communications, LLC",206.28.160.0/20,20,206.28.160.0/20
CenturyLink,"CenturyLink Communications, LLC",206.29.192.0/18,18,206.29.192.0/18
CenturyLink,"CenturyLink Communications, LLC",206.30.0.0/15,15,206.30.0.0/15
CenturyLink,"CenturyLink Communications, LLC",206.79.0.0/16,16,206.79.0.0/16
CenturyLink,"CenturyLink Communications, LLC",206.81.128.0/19,19,206.81.128.0/19
CenturyLink,"CenturyLink Communications, LLC",207.108.0.0/15,15,207.108.0.0/15
CenturyLink,"CenturyLink Communications, LLC",207.118.0.0/15,15,207.118.0.0/15
CenturyLink,"CenturyLink Communications, LLC",207.159.64.0/18,18,207.159.64.0/18
CenturyLink,"CenturyLink Communications, LLC",207.224.0.0/15,15,207.224.0.0/15
CenturyLink,"CenturyLink Communications, LLC",207.30.0.0/16,16,207.30.0.0/16
CenturyLink,"CenturyLink Communications, LLC",208.138.176.0/20,20,208.138.176.0/20
CenturyLink,"CenturyLink Communications, LLC",208.138.192.0/18,18,208.138.192.0/18
CenturyLink,"CenturyLink Communications, LLC",208.139.0.0/16,16,208.139.0.0/16
CenturyLink,"CenturyLink Communications, LLC",208.140.0.0/14,14,208.140.0.0/14
CenturyLink,"CenturyLink Communications, LLC",208.144.0.0/13,13,208.144.0.0/13
CenturyLink,"CenturyLink Communications, LLC",208.152.0.0/14,14,208.152.0.0/14
CenturyLink,"CenturyLink Communications, LLC",208.156.0.0/16,16,208.156.0.0/16
CenturyLink,"CenturyLink Communications, LLC",208.157.0.0/17,17,208.157.0.0/17
CenturyLink,"CenturyLink Communications, LLC",208.157.128.0/20,20,208.157.128.0/20
CenturyLink,"CenturyLink Communications, LLC",208.44.0.0/14,14,208.44.0.0/14
